Tweets,isLiterary
"@joylove_40 allah ﷻ prohibited alcohol in the qur'an: ""o you who believe, indeed, khamr (alcohol), gambling, [sacrificing on] stone altars [to other than god], and divining arrows are but defilement from the work of satan; so avoid it that you may be successful."" quran 5:90",False
"@grahamroberts4 @11bryangil @osvaldooardiles he’s looked good to me so far but coming from you who actually knows what he’s talking about that’s high praise!
#coys",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year feeldalove168 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/6mjzorekhj https://t.co/altq0guiqg",True
@marygarden should your hairdresser be taking a risk with you? unvaccinated and without symptoms treating you who have those little viruses swimming through your hair follicles? who is in danger?,True
@b52malmet we will get to the other side when the fake media stops lying and people like you who keep praising biden. if it wasn’t for trump you wouldn’t have a vaccine. the man cannot even take a question what a disgrace to america,True
why are you who you choose to be https://t.co/bn4qdj1ut7,True
"white supremacy at its worst. as usual white people being ignorant bullies, and missing her point which is “true”. you, who are dissing joy ann reid are the racist and just plain mean. https://t.co/7onow0jnoe",True
"@mollyjongfast when someone shows you who they are, believe them, never mind what they say. @sensusancollins is the textbook example.",True
now let me know who are you who decided to trace my art?,True
"if your own people never support you, who do you expect will?",True
"✨ stolen kiss

dropwtf would kiss you around the corner... 😏
and you, who would do it?

➡️ https://t.co/x6qyucvgvm https://t.co/ldhuxlqijv",True
"worship in awe and wonder, all you who’ve been made holy!

for all who trust him will feast with plenty.

ps 34:9",True
"✨ stolen kiss

xofiagk would kiss you around the corner... 😏
and you, who would do it?

➡️ https://t.co/4odiaotzx8 https://t.co/vum4bxunjr",True
@cryptonomica no it's you who's cute!!,False
@david0hh7 @marygarden @monocotyledon @mumbletwits with friends like you who needs enemies?,True
"@jim_jordan jim, jim, jim are you crying fowl? are those crocodile tears or “cry baby tears”? after all it’s you who shown democrats how to deflect blame?  how’s ignoring sex abuse complaints going?  must be their fault …",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year yourhomiefrog 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/nt2mtiwfka https://t.co/poyhfmrgqe",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year nanvv_ 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/iv6m1wktet https://t.co/ceyfiu8efp",True
"someone like you, who was born into power, wouldn't know the joy of finally obtaining it.",True
@mr_gbm and i will wear that badge proudly! must i remind you who started getting back into bloodborne hmmm https://t.co/wzkjuiaqx9,True
"i don’t know what your destiny will be, but one thing i know: the only ones among you who will be truly happy are those who have sought and found how to serve.
#happybirthdayrahulvaidya",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year brentonlipford 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/viioxbkit9 https://t.co/thjqioxu7l",True
@sodyhalliday an assertive man will not back down for clowns like you who can differentiate assumptions. epitome assertive. as you were🙅🏼‍♂️,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year ruggebb 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/mzeknx1tjd https://t.co/r813vbb3lk",True
@newkindalazy a lot of people for a lot of different reasons. my mom because i hope to be an incredible mom like her one day. my best friend because she’s living her best life and inspires me to strive to live mine too. and people like you who inspire me to do what i love and be happy 😊,True
it be the closest people to you who do you dirty..,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year bloomingshield 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/60l8hfpjfm https://t.co/zfbqkcuc65",True
@sonaaja22 @sense_royal @glblctznuk @bbcone and they apologize cause i appeal and they realize i wasnt bullying you🤷🏾‍♀️ unlike you who is bullying and harassing meghan 🤷🏾‍♀️,True
@vabvox when someone shows you who they are......,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year greeneyedcatg 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/lh8ckltdk1 https://t.co/ozv2cssnkv",True
"with this whole vaccine thing ,
you are finding out about people you know ,but more importantly you're finding out about the real you ! 
are you who you thought you were ?
#antivaxxers #sunshine",True
"""be strong, and let your heart take courage, 
all you who wait for the lord!"" - psalm 31:24",True
"✨ stolen kiss

dukesevastos would kiss you around the corner... 😏
and you, who would do it?

➡️ https://t.co/lryodgesa4 https://t.co/qrwjyrcrvb",True
"@birlios ok but this is literally me @ you, who is incredibly accomplished 🤔 so we’ve come full circle",True
@freedom21122112 @citizen_working @samanthamarika1 no people like you who are blind and can't see how evil the left is are bizarre. yeah politicians care about people.  sure they do. wake up already,True
"@begottensun nothing is for free cde
zim prices are ridiculous for a reason
in the initial prices its you who is also paying for transport 
people are not stupid out there",True
"i forgot how cozy it is to talk to someone who truly understands who you are, loves you and does not judge you. who accepts you and reminds you that it's okay to not be okay. it's a warmth i'm always thankful for.

this song reminds me of you: https://t.co/gud4zrqnld",True
"✨ stolen kiss

amagicmantv would kiss you around the corner... 😏
and you, who would do it?

➡️ https://t.co/bscsbr54um https://t.co/npc07n83kl",True
"@justierra i done told you who to go to for the information about it all. get it straight from the horses mouth, gahdamn.",True
"as opposed to you who is just a fool, lacking any virtue. https://t.co/f5jmbpluqi",True
"thank you @kurz_gesagt for this amazing video!

https://t.co/xutfdrpuxw

check it out! it is about you! yes, you who is reading this line right now!

🌏💚",True
yeah. the racist moron said the cbp doing their jobs is like slavery. so you who 'love' that idiot can all gfy. https://t.co/jzwmafxbie,False
"@andyjc75 @johnredwood ""bad losers""?
last time i checked (today, while grocery shopping) i didn't notice any food shortages in my eu.
how can people like you, who lied to the people of your own country, even sleep at night?",True
"@rifatjawaid wake up and smell the coffee.. just check the sanghi tweeter from past two years.. he was popular even then in india, its you who never noticed it before..",True
"actually, we’re fed up with apocalyptically selfish sociopaths like you who think you have the right to kill yourself and take our children and us with you.

stronger #vaccinemandate now!!! https://t.co/uhbg2xgyhb",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year iflhst91 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/kme7dgee4v https://t.co/vl26eckmra",True
@dittle_ i cant even eat it and i agree with you who the fuck puts the milk first,True
"@pmk1967 @georgefoulkes @lesleyriddoch @nicolasturgeon @scotgovfm @humzayousaf no.
didn't i only initially talk about ""popular vote"" percentages.
wasn't it you who raised ""majorities"".
i am still waiting your explanation for 37% of popular vote being ok for cameron to hold euref, but 47% of pop vote and majority pro-indy scotgovt is not enough for indyref2?",False
@makaumutua @paulkagame @bushfdn @hillaryclinton @potus @doncheadle @auc_moussafaki @auc_dpa i read the sad news earlier while my heart bled. but who contribute to such messes in africa. it's educated but hypocritical people like you who are solely responsible. only the other day uhuraila tried to bring back dictatorship to kenya with the blessing of the people like you.,True
i salute you who said no! brave people!,True
"@senatorcollins is a total fraud.  i can’t believe the people of maine fall for her shit every six years.  “when someone shows you who they are, believe them the first time”. https://t.co/5ko11ke1pk",True
"@evanlsolomon watch dr. robert malone inventor of mrna on jimmy dore youtube channel and quit being a propagandist. you have not researched mrna vaccines, dr. malone has spent his life developing vaccines.  he tells you who should take these experimental drugs and who shouldn’t.",True
some drivers do it for safety and if it’s really you who’s requesting. https://t.co/zoxz3pxti0,False
"after being injured in a hit and run accident, it can be intimidating to deal with the situation all on your own. if you don't know who hit you, who will cover your damages? learn more in this article https://t.co/dy4jamx4pu https://t.co/3q2x00tzxq",True
@bonr4evr you who pulling up already 😎,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year saknow_ 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/ntcv8earmt https://t.co/gf4q9ocxnc",True
@southseajane @smsocialmedia20 @foxyrachelle @madz_grant perhaps it’s you who are misinformed,True
@jackdeeth so it’s you who runs @raf_luton?,False
"✨ stolen kiss

iluvlf would kiss you around the corner... 😏
and you, who would do it?

➡️ https://t.co/iajkn11lb2 https://t.co/eawk70cbqt",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year nanvv_ 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/rduburmvku https://t.co/ro8wyrar2y",True
"@pluraldaisy @mikesington hey yall the white girl got black family members! go visit a black civil right museum, educate yourself because its wowen like you who give other white women who understand history a bad rap! and y’all wonder why we call y’all karen’s!",True
"@jarrodjcain @joseph_joe_m @ronfilipkowski no, actually it is not. there's a little thing called fact checking that has disproven your statement, which you got from any one of the normal bullshit rhetoric sites. 

i don't distrust them, i distrust you and people like you who post false information. 

blocked.",True
@kaworuquote please take care of yourself. and there are people who love you who can help you through hard times,True
"i just wanna dance with you
let the whole world melt away
and dance with you
who cares what other people say?
and when we're through
no one can convince us we were wrong
all it takes is you and me
and a song",True
"@megynkelly at least she is a genuine journalist, not like you who would crawl back to foxnews.",True
"@joeypenner96 @earth_616_2013 um...no?just to show what a shitty person wolverine is?(ultimate wolverine mind you,who had left scott fall off a cliff and then told everybody that he had died so he could hook up with jean.",True
@imageofnadeko evil you who dont love nadeko,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year _mjkth 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/8fj00rlqvm https://t.co/kuubfwboh5",True
"when someone shows you who they are,  believe them https://t.co/anyffoxy1s",True
@naomiosaka @kinloskin @hilevel i love you and do what you want because you are the boss and owner of you. love you so much and even though i love your game it's always you who have the power to do what you want,True
"@armylieber10 @ifyou_thing @happytaete @dieinjinsarms plz he never said that he inspired by jb 😂
plz i don't hate jb. 
it's you who just keep pushing your favorisum on tae. 
he clearly said that he just likes some of jb songs that it... 

where's  the clip he said jb is his inspiration???",True
"i still hate you, you who left me
my cold heart is still...
#missingyou",True
"@girlrhode @gregabbott_tx abbott choose to fail to protect his citizens knowing they would die, so yes he is responsible. as my family of doctors &amp; nurses have been caring for the sick &amp; dying (and family doing it in texas)-don’t need people like you who tweet false information about vaccination &amp; covid",True
@newheadteacher2 great leaders feel like this regularly-it’s good to have people around you who can help pick you up and remind you of all the fantastic things that you will be doing -every day 😊,True
arise you who refuse to be slaves.,True
@francois_spies @andvdm @maxdupreez being here longer than me does not make you african. maybe its you who must try harder to think before you speak. you are non african and lastly am still asking you that why are you still here in africa if thats how you see us?,True
@joebiden if it’s you who sell the weapons,True
"@senatorsinema would be a great day for the filibuster to fall, senator. with democrats like you who needs republicans?",True
"the fact is: there is a new person full of feeling for you who is coming to meet you; the other one will try at all costs to hinder you, physically or psychologically. be wary!

you feel helpless and angry at the moment. take your time to decide what to do.

signs: water / air",True
"@livheartt awww liv!! now it’s you who’re making me cry 🥺🥺 babeeeee i still remember the first things i read from you and something told me i would want to stay by your side. i’m glad i did 🥺💜 
thank you bb 💜",False
"@anthonymichaelp @cryptosavy1 because of the retail like you who bought at 64k, it'll never reach those levels again. the whales want you guys to bleed until the last drop then maybe it might pump to 100k. in the meantime, we'll be here enjoying the show...",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year yovamorillo07 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/3ssuv43hqf https://t.co/8zuxqjmcm1",True
"@celestebarber_ @scottmorrisonmp rubbish, its' s people  like you who make things worse with your tweets and nonsense.   people are not waiting months for vaccination, my 12 year old got it a a week after it was made available for that age group. pm is in us for a reason not a holiday.",True
@1001cranes like i wouldn't be surprised if you see signs go up telling you who to call if you find that the building has shifted and your office is in a different place,True
"@danpaquette @piggylou73 @leonydusjohnson ""you're right, it is too bad that so few people believe in freedom."" 
nope. it's great that there are only a few like you who want to disregard the laws that every nation regarding their borders.",True
dedicated to you who gave your heart as home when we were found lost. thank you 💜💜,True
"""i respectfully do not care""
say this to anyone who pass unfair judgement on something you strongly believe in or something that makes you who you are. people will inevitably judge you at some point and that's okay.",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year kxjlvli 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/z9aggsqh7l https://t.co/uz2rudevc6",True
"""when someone shows you who they are, believe them the first time"" - maya angelou

https://t.co/lo8vhzw9ui #climatecrisis #decarbonise",True
"you, who's staring at me blankly in the mirror is not me",False
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year manu_2723 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/5bf5a5ivo4 https://t.co/y9ccwou7qw",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year lixiibf 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/dm80oszozk https://t.co/y0shqfdmef",True
@techgirl1908 wow! there are peeps who look up to you who would have loved to find out more. the idea that their genuine questions could be “lazy” is quite possibly a sad commentary. #blacklivesmatter,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year quanthyfoolish 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/zwdne6ci9p https://t.co/01zw29iudj",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year zoz_kai 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/pzlwk3elvp https://t.co/e9njwjjbcg",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year sluttyneko72 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/aoxxvjivcl https://t.co/z1vdfu5ouy",True
"✨ stolen kiss

bitchy_houndz would kiss you around the corner... 😏
and you, who would do it?

➡️ https://t.co/vuvemvofxf https://t.co/bhysg7w8ej",True
"and it's only you who can turn my wooden heart
https://t.co/8mbkeh6ujs",True
"@mattj_morrison @sorryamigos @nfl_dovkleiman peeps like you who have nothing to offer, just come in, do some emo laugh, and leave... https://t.co/xrpu2hpe6f",True
@toohalalfor_you who is aiza?,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year gullille 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/m7ippnx0kd https://t.co/yle5gwcfus",True
@maggiemobrules @duchess_salty anyone who disputes what you who have said has not been raised correctly.,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year zoz_kai 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/pzlwk3elvp https://t.co/e0kb80wofs",True
"@nigrugthug @tzcttwit @bbcnewsnight @repbrendanboyle @maitlis @lewis_goodall it's an alliance to deliver submarines in 25 years, which has nothing to do with brexit...  

with regard to the vaccines - i don't know whether to feel sad for people like you who believe any bs they are fed because they are so gullible - or that you are just wilfully ignorant.. https://t.co/ex2i3bkwua",True
@mikepompeo it find it very disingenuous of people like you who saw nothing wrong with the trump administration in the last 4 years but you take issue with pres biden on every possible thing. think country not politics!!!,True
"@lynnsharig8 this is my deepest heartache too. i'm thankful for people like you who understand the value of living the truth, not just spewing it.",True
"who are you 
who are you 
#smithrowe silences the wombles https://t.co/z3w3lbaru8",True
@vassallomaison @dejeanendomd @catearthjustice @supermormongirl no. i'm not even excusing people like you who have an inflated view of their ability to make moral judgments about others.,True
"@zachkruse2 also speaks to the benefits of introducing rookies to an otherwise cohesive line. maximizes potential and shows you who probably isn't going to make it pretty quickly. they've almost never done a full teardown, which is crucial.

this is also why i'm hopeful for stokes.",True
"✨ stolen kiss

19jkoo would kiss you around the corner... 😏
and you, who would do it?

➡️ https://t.co/j8qs3l4atu https://t.co/rsi9bqbgnj",True
"no hate sadder than that of furious love. i understood that there is no worse enemy than the small brother enemy, i cannot want to kill you who are my own raving twin, the bearer of bitterness.",True
"i just love when someone you've never met, never talked to, tells you who you are, from behind a screen... 🤣🤦‍♂️✌",True
@awojnarowski1 @espncfb @olemissfb @wvufootball @shellstationsus my assumption seems to match the poll consensus. maybe it’s you who don’t know much?,False
jamesss how could you!? who else watches #thecircle??? bc james just ruined the whole game for my people ugh. i’m so irritated.,True
"@mac_ausalain thank you. that truly means so much. it is always less difficult going through things when you do not feel so alone. i am so very thankful for others like you, who understand ocd and the pain it can cause. sharing in and working through these things together is so very important.",True
